event_id,timestamp,user_id,employee_name,department,role,location,resource_type,action_type,records_accessed,historical_avg_access,risk_score,anomaly_score,threat_type,severity,label
EVT04539,2026-02-06 03:03:00,U9767,Urvi Mand,Engineering,Manager,Chennai,Database,Download,112,99,35,0.093,None,Low,Normal
EVT04540,2026-05-23 06:27:00,U1380,William Zacharia,IT Security,Executive,Chennai,Database,Download,4491,499,99,0.705,Credential Abuse,Critical,Threat
EVT04541,2026-01-16 22:40:00,U1112,Ayushman Khosla,Operations,Analyst,Mumbai,File,Read,294,368,4,0.153,None,Low,Normal
EVT04542,2026-02-08 10:02:00,U1467,Vrinda Vig,HR,System Admin,Pune,Cloud Storage,Write,455,510,9,0.242,None,Low,Normal
EVT04543,2026-12-28 08:31:00,U4636,Jai Sachdeva,IT Security,System Admin,Chennai,File,Read,167,190,17,0.249,None,Low,Normal
EVT04544,2026-02-02 15:43:00,U6438,Varsha Rattan,Marketing,Analyst,Mumbai,Cloud Storage,Write,10944,684,81,0.763,Privilege Escalation,High,Threat
EVT04545,2026-09-24 13:13:00,U5262,Harsh Dutta,Marketing,Manager,Bangalore,File,Write,918,864,30,0.267,None,Low,Normal
EVT04546,2026-05-22 19:18:00,U6680,Yatan Walla,IT Security,Executive,Chennai,Cloud Storage,Delete,836,883,10,0.126,None,Low,Normal
EVT04547,2026-01-19 13:40:00,U8510,Wahab Iyengar,HR,System Admin,Mumbai,Database,Delete,711,863,6,0.078,None,Low,Normal
EVT04548,2026-10-09 14:58:00,U5767,Ayaan Kashyap,Finance,Analyst,Chennai,Database,Write,159,137,28,0.11,None,Low,Normal
EVT04549,2026-04-24 21:07:00,U6909,Chameli Nair,Engineering,Manager,Delhi,Database,Read,83,70,27,0.038,None,Low,Normal
EVT04550,2026-05-02 18:59:00,U4102,Noah Ganesan,Marketing,Developer,Hyderabad,File,Download,646,608,13,0.161,None,Low,Normal
EVT04551,2026-09-25 10:43:00,U3739,Darsh Issac,HR,Developer,Bangalore,Cloud Storage,Delete,993,965,32,0.097,None,Low,Normal
EVT04552,2026-09-16 18:30:00,U7523,Gautam Buch,Engineering,Developer,Bangalore,API,Delete,642,657,28,0.061,None,Low,Normal
EVT04553,2026-11-05 07:50:00,U6686,Lajita Narayan,IT Security,System Admin,Bangalore,API,Read,8874,522,93,0.701,Privilege Escalation,High,Threat
EVT04554,2026-12-26 00:01:00,U6839,Amruta Singh,IT Security,Manager,Pune,File,Write,241,271,5,0.09,None,Low,Normal
EVT04555,2026-09-02 12:27:00,U5727,Vincent Pandit,Legal,Developer,Delhi,File,Write,270,239,28,0.266,None,Low,Normal
EVT04556,2026-09-21 14:42:00,U3468,Tanmayi Ganesan,Engineering,Developer,Hyderabad,Database,Write,640,595,22,0.207,None,Low,Normal
EVT04557,2026-02-16 15:37:00,U6766,Neel Badal,Finance,System Admin,Hyderabad,File,Download,318,367,27,0.284,None,Low,Normal
EVT04558,2026-04-21 10:00:00,U5190,Yatin Singh,Operations,Analyst,Mumbai,Cloud Storage,Delete,14025,825,83,0.967,Data Exfiltration,High,Threat
EVT04559,2026-06-05 08:21:00,U1331,Advika Anne,HR,Manager,Bangalore,API,Write,79,98,22,0.288,None,Low,Normal
EVT04560,2026-06-13 10:42:00,U3234,Gabriel Subramanian,HR,Manager,Chennai,File,Delete,2006,118,73,0.779,Privilege Escalation,High,Threat
EVT04561,2026-10-28 08:15:00,U3090,Divya Karnik,Finance,Developer,Mumbai,File,Write,269,256,31,0.032,None,Low,Normal
EVT04562,2026-10-14 00:04:00,U9003,Omya Nath,Marketing,System Admin,Delhi,Database,Read,272,293,8,0.192,None,Low,Normal
EVT04563,2026-11-04 19:30:00,U9793,Aashi Srinivas,Engineering,Manager,Hyderabad,API,Download,107,122,13,0.101,None,Low,Normal
EVT04564,2026-01-30 13:56:00,U4401,Tara Walla,HR,System Admin,Pune,API,Read,463,444,3,0.263,None,Low,Normal
EVT04565,2026-11-28 07:33:00,U5052,Anita Chauhan,HR,Manager,Pune,Database,Delete,395,475,19,0.102,None,Low,Normal
EVT04566,2026-11-15 05:49:00,U3648,Tanveer Parikh,Legal,System Admin,Bangalore,API,Write,18639,981,80,0.829,Data Exfiltration,High,Threat
EVT04567,2026-02-27 00:23:00,U7112,Ira Virk,Finance,System Admin,Pune,Cloud Storage,Download,10982,646,100,0.871,Impossible Travel,High,Threat
EVT04568,2026-03-31 19:22:00,U5757,Girik Amble,Marketing,System Admin,Mumbai,Cloud Storage,Read,837,993,12,0.07,None,Low,Normal
EVT04569,2026-01-07 09:25:00,U1591,Vinaya Shankar,HR,Developer,Bangalore,File,Delete,681,632,8,0.148,None,Low,Normal
EVT04570,2026-06-08 13:21:00,U8423,Charan Mahal,HR,Developer,Hyderabad,API,Write,609,552,31,0.01,None,Low,Normal
EVT04571,2026-10-20 14:32:00,U7691,Anvi Behl,Operations,Executive,Delhi,File,Delete,885,854,14,0.021,None,Low,Normal
EVT04572,2026-10-22 23:40:00,U6808,Odika Kulkarni,IT Security,Analyst,Mumbai,File,Download,789,955,14,0.236,None,Low,Normal
EVT04573,2026-07-31 07:15:00,U4292,Hitesh Sarna,Finance,Analyst,Mumbai,File,Download,728,771,32,0.02,None,Low,Normal
EVT04574,2026-04-15 18:48:00,U8552,Pahal Dhar,Engineering,Executive,Delhi,Database,Delete,1145,229,87,0.815,Impossible Travel,High,Threat
EVT04575,2026-05-29 09:50:00,U5191,Yutika Rana,HR,Manager,Bangalore,File,Delete,915,908,22,0.05,None,Low,Normal
EVT04576,2026-02-03 00:57:00,U7951,Shivansh Bava,HR,Analyst,Chennai,Database,Read,6341,373,91,0.782,Data Exfiltration,Critical,Threat
EVT04577,2026-08-01 11:45:00,U1034,Jasmit Walla,Engineering,Analyst,Chennai,File,Read,2303,329,91,0.724,Privilege Escalation,Critical,Threat
EVT04578,2026-10-20 09:24:00,U4590,Anay Chopra,IT Security,System Admin,Mumbai,Database,Write,324,299,11,0.241,None,Low,Normal
EVT04579,2026-07-14 09:08:00,U4591,Umang Dutt,Legal,Executive,Pune,API,Delete,146,158,22,0.064,None,Low,Normal
EVT04580,2026-07-30 14:46:00,U3072,Vansha Gara,Engineering,Analyst,Chennai,Database,Download,343,427,19,0.212,None,Low,Normal
EVT04581,2026-10-19 09:22:00,U9649,Gautami Thaker,Legal,Developer,Pune,API,Download,423,396,28,0.151,None,Low,Normal
EVT04582,2026-03-16 08:26:00,U3710,Chanchal Gala,HR,Developer,Delhi,Cloud Storage,Read,4214,602,99,0.778,Privilege Escalation,High,Threat
EVT04583,2026-01-06 19:59:00,U8668,Ekansh Sawhney,Marketing,Analyst,Chennai,Cloud Storage,Write,415,519,23,0.26,None,Low,Normal
EVT04584,2026-02-26 08:49:00,U2225,Nilima Basak,Operations,Developer,Pune,API,Write,12180,870,73,0.832,Privilege Escalation,Critical,Threat
EVT04585,2026-12-12 03:00:00,U1027,Chameli Sibal,Marketing,System Admin,Bangalore,File,Write,263,264,30,0.229,None,Low,Normal
EVT04586,2026-09-25 19:42:00,U4249,Simon Malhotra,Operations,Analyst,Delhi,API,Read,573,583,8,0.097,None,Low,Normal
EVT04587,2026-05-16 16:53:00,U6515,Chakradhar Vaidya,Operations,Executive,Delhi,File,Download,36,45,17,0.275,None,Low,Normal
EVT04588,2026-02-20 22:26:00,U2644,Prisha Choudhry,Engineering,Analyst,Chennai,Cloud Storage,Write,10626,966,89,0.787,Credential Abuse,High,Threat
EVT04589,2026-05-24 19:31:00,U2423,Yashvi Sidhu,Engineering,Developer,Hyderabad,Database,Read,11747,691,76,0.893,Credential Abuse,High,Threat
EVT04590,2026-09-07 11:40:00,U4211,Vidhi Keer,IT Security,System Admin,Delhi,Cloud Storage,Read,433,384,14,0.12,None,Low,Normal
EVT04591,2026-08-28 08:27:00,U2367,Wishi Seth,Legal,Developer,Mumbai,API,Write,1026,948,33,0.226,None,Low,Normal
EVT04592,2026-06-07 12:45:00,U6059,Brijesh Rajan,Marketing,Developer,Pune,API,Download,2268,162,94,0.884,Privilege Escalation,Critical,Threat
EVT04593,2026-11-16 00:48:00,U8472,Lekha Prashad,Engineering,Executive,Hyderabad,API,Delete,410,436,12,0.036,None,Low,Normal
EVT04594,2026-10-10 05:08:00,U5820,Maanas Randhawa,Finance,System Admin,Mumbai,Database,Write,23,20,13,0.279,None,Low,Normal
EVT04595,2026-08-24 12:57:00,U5602,Bhavika Setty,Finance,Manager,Mumbai,File,Download,818,775,33,0.061,None,Low,Normal
EVT04596,2026-01-11 14:00:00,U2753,Zashil Toor,Operations,Manager,Hyderabad,Cloud Storage,Read,558,483,13,0.195,None,Low,Normal
EVT04597,2026-01-13 00:38:00,U6672,Anita Karpe,HR,System Admin,Chennai,Cloud Storage,Write,233,278,27,0.28,None,Low,Normal
EVT04598,2026-02-23 23:41:00,U4071,Charles Kapoor,IT Security,System Admin,Mumbai,File,Delete,7792,974,76,0.816,Impossible Travel,Critical,Threat
EVT04599,2026-08-11 15:51:00,U7387,Avi Shah,Operations,Manager,Delhi,Cloud Storage,Write,459,463,1,0.268,None,Low,Normal
EVT04600,2026-06-10 15:14:00,U3172,Ishwar Ramanathan,Operations,Executive,Chennai,API,Read,2580,258,96,0.836,Privilege Escalation,Critical,Threat
EVT04601,2026-10-08 04:59:00,U2155,Yachana Apte,Engineering,Executive,Mumbai,Database,Delete,436,515,8,0.092,None,Low,Normal
EVT04602,2026-10-30 18:46:00,U1681,Harish Bhargava,IT Security,Manager,Chennai,File,Delete,533,452,10,0.119,None,Low,Normal
EVT04603,2026-04-25 19:50:00,U9220,Aryan Karpe,Operations,Executive,Mumbai,Cloud Storage,Read,630,547,20,0.234,None,Low,Normal
EVT04604,2026-10-06 13:18:00,U2145,Samaksh Wason,Legal,Developer,Chennai,API,Write,698,599,11,0.22,None,Low,Normal
EVT04605,2026-02-03 11:26:00,U9964,Isha Kari,Marketing,Developer,Bangalore,Cloud Storage,Read,487,482,13,0.016,None,Low,Normal
EVT04606,2026-12-18 10:43:00,U2166,Nathaniel Morar,Finance,Manager,Bangalore,API,Download,718,808,14,0.007,None,Low,Normal
EVT04607,2026-09-22 01:33:00,U6415,Ayaan Buch,Legal,Analyst,Pune,API,Write,188,162,3,0.139,None,Low,Normal
EVT04608,2026-06-26 14:23:00,U7089,Riya Bera,Legal,Executive,Hyderabad,API,Write,660,66,88,0.862,Credential Abuse,High,Threat
EVT04609,2026-12-28 23:52:00,U8693,Aarna Pau,IT Security,Manager,Chennai,Cloud Storage,Write,1562,142,84,0.865,Impossible Travel,Critical,Threat
EVT04610,2026-04-24 20:48:00,U5028,Hritik Sunder,Operations,Analyst,Pune,File,Write,997,984,9,0.178,None,Low,Normal
EVT04611,2026-10-25 04:05:00,U6390,Advaith Mann,Finance,Developer,Mumbai,File,Download,1007,913,22,0.138,None,Low,Normal
EVT04612,2026-04-24 00:44:00,U1380,Sai Bahri,Operations,Executive,Bangalore,File,Delete,15024,939,95,0.87,Data Exfiltration,Critical,Threat
EVT04613,2026-02-27 14:59:00,U2031,Aahana Barman,HR,Analyst,Bangalore,File,Write,3940,197,99,0.894,Data Exfiltration,Critical,Threat
EVT04614,2026-03-26 14:34:00,U2236,Oscar Chakraborty,Legal,System Admin,Chennai,Cloud Storage,Write,663,613,13,0.006,None,Low,Normal
EVT04615,2026-07-23 13:44:00,U6566,Chatura Misra,Finance,Developer,Mumbai,API,Write,25,21,29,0.029,None,Low,Normal
EVT04616,2026-01-05 08:23:00,U3327,Ria Goel,Legal,Executive,Mumbai,File,Read,195,190,27,0.026,None,Low,Normal
EVT04617,2026-10-25 10:33:00,U3930,Vasatika Raja,Engineering,Analyst,Chennai,File,Read,283,238,28,0.07,None,Low,Normal
EVT04618,2026-01-11 03:45:00,U6245,Riya Iyer,Operations,Developer,Bangalore,Database,Write,110,126,31,0.123,None,Low,Normal
EVT04619,2026-07-14 23:18:00,U3001,Gautam Badal,Legal,Developer,Hyderabad,File,Write,6216,444,86,0.805,Impossible Travel,High,Threat
EVT04620,2026-03-28 09:02:00,U7739,Amrita Johal,Engineering,Developer,Pune,Cloud Storage,Download,455,549,33,0.082,None,Low,Normal
EVT04621,2026-02-12 17:51:00,U2646,Zashil Buch,IT Security,Analyst,Hyderabad,Database,Delete,755,862,34,0.232,None,Low,Normal
EVT04622,2026-03-29 22:43:00,U2612,Oscar Kala,Marketing,Developer,Chennai,Database,Read,812,710,4,0.028,None,Low,Normal
EVT04623,2026-09-27 22:24:00,U5095,Diya Dubey,Engineering,Executive,Delhi,API,Read,134,154,7,0.235,None,Low,Normal
EVT04624,2026-04-13 08:50:00,U4970,Viraj Mukherjee,Engineering,System Admin,Hyderabad,Database,Download,481,570,32,0.245,None,Low,Normal
EVT04625,2026-10-17 02:49:00,U3950,Nisha Basu,Operations,Executive,Pune,File,Download,162,166,33,0.231,None,Low,Normal
EVT04626,2026-05-25 17:32:00,U9712,Gayathri Kohli,HR,Developer,Delhi,Cloud Storage,Read,113,111,23,0.292,None,Low,Normal
EVT04627,2026-12-12 09:21:00,U4810,Watika Thaman,Finance,Executive,Bangalore,API,Write,10284,857,100,0.728,Data Exfiltration,High,Threat
EVT04628,2026-08-15 11:54:00,U2513,Jeevika Shankar,IT Security,Developer,Pune,API,Read,881,878,18,0.228,None,Low,Normal
EVT04629,2026-08-05 00:43:00,U3403,Indrajit Kara,IT Security,Developer,Chennai,Cloud Storage,Write,591,600,20,0.174,None,Low,Normal
EVT04630,2026-03-08 13:58:00,U8398,Shivani Rege,Operations,Executive,Pune,API,Write,39,36,18,0.108,None,Low,Normal
EVT04631,2026-03-07 00:26:00,U2419,Chakradhar Hora,HR,Analyst,Hyderabad,Database,Download,1890,126,94,0.817,Impossible Travel,High,Threat
EVT04632,2026-03-19 09:10:00,U7352,Udant Rajagopalan,Legal,System Admin,Chennai,File,Download,449,416,20,0.239,None,Low,Normal
EVT04633,2026-01-23 13:00:00,U9555,Maanav Chaudhry,Operations,Manager,Chennai,File,Read,814,953,33,0.032,None,Low,Normal
EVT04634,2026-06-14 19:18:00,U5600,Xavier Pant,Engineering,Developer,Bangalore,File,Delete,439,422,29,0.043,None,Low,Normal
EVT04635,2026-05-05 14:42:00,U2358,Yug Thaker,IT Security,Manager,Chennai,Cloud Storage,Write,584,530,26,0.046,None,Low,Normal
EVT04636,2026-01-06 12:58:00,U5464,Omisha Ramanathan,Marketing,Developer,Bangalore,Cloud Storage,Write,511,616,13,0.02,None,Low,Normal
EVT04637,2026-10-12 06:11:00,U7938,Brijesh Vig,IT Security,Executive,Delhi,API,Download,81,84,9,0.03,None,Low,Normal
EVT04638,2026-06-06 21:27:00,U6665,Hritik Kari,Marketing,Developer,Pune,Database,Delete,435,391,31,0.012,None,Low,Normal
EVT04639,2026-03-06 08:05:00,U3603,Bhanumati Nagy,IT Security,System Admin,Mumbai,Cloud Storage,Delete,424,394,25,0.257,None,Low,Normal
EVT04640,2026-08-18 18:14:00,U7472,Vincent Deep,Operations,System Admin,Delhi,Database,Delete,131,123,30,0.232,None,Low,Normal
EVT04641,2026-04-13 04:45:00,U1638,Rayaan Sehgal,Operations,Analyst,Bangalore,Database,Delete,118,105,34,0.23,None,Low,Normal
EVT04642,2026-12-24 04:41:00,U4043,Vedant Sahota,IT Security,System Admin,Hyderabad,File,Delete,6732,396,74,0.804,Impossible Travel,High,Threat
EVT04643,2026-06-23 01:09:00,U4072,Anjali Deshpande,Engineering,Executive,Pune,File,Read,811,748,34,0.125,None,Low,Normal
EVT04644,2026-05-20 05:04:00,U1164,Neha Lala,IT Security,Developer,Hyderabad,File,Write,781,708,11,0.178,None,Low,Normal
EVT04645,2026-09-30 01:56:00,U4553,Luke Manda,HR,Analyst,Pune,Database,Read,879,881,16,0.066,None,Low,Normal
EVT04646,2026-01-07 23:47:00,U1224,Varenya Rajan,Engineering,Analyst,Bangalore,API,Download,676,598,27,0.103,None,Low,Normal
EVT04647,2026-01-12 13:48:00,U2737,Fariq Mangal,Engineering,Analyst,Mumbai,Cloud Storage,Delete,902,773,1,0.044,None,Low,Normal
EVT04648,2026-02-03 19:38:00,U6323,Krish Gupta,Marketing,Analyst,Hyderabad,Cloud Storage,Read,578,581,18,0.117,None,Low,Normal
EVT04649,2026-03-23 03:11:00,U9459,Hemang Anand,IT Security,Manager,Chennai,Cloud Storage,Delete,743,899,34,0.226,None,Low,Normal
EVT04650,2026-10-29 22:43:00,U2302,Hemal Ram,Operations,Manager,Delhi,Cloud Storage,Download,2652,156,98,0.72,Impossible Travel,Critical,Threat
EVT04651,2026-05-12 00:19:00,U7303,Samaksh Badal,Marketing,Analyst,Mumbai,File,Download,5720,440,99,0.862,Data Exfiltration,Critical,Threat
EVT04652,2026-08-27 18:14:00,U3684,Ayush Dhaliwal,IT Security,System Admin,Delhi,Database,Delete,1932,161,71,0.938,Impossible Travel,Critical,Threat
EVT04653,2026-04-29 17:16:00,U5350,Ekiya Krishnamurthy,Engineering,Executive,Bangalore,Cloud Storage,Download,56,61,34,0.288,None,Low,Normal
EVT04654,2026-06-14 08:56:00,U2849,Mahika Ben,Marketing,Manager,Chennai,Cloud Storage,Read,732,904,29,0.276,None,Low,Normal
EVT04655,2026-05-03 12:12:00,U1359,Radha Bhatti,Finance,Manager,Mumbai,File,Write,93,102,12,0.164,None,Low,Normal
EVT04656,2026-08-15 05:12:00,U1272,Pratyush Nazareth,Engineering,System Admin,Hyderabad,File,Download,112,96,35,0.131,None,Low,Normal
EVT04657,2026-11-17 10:21:00,U4030,Imaran Kanda,HR,System Admin,Pune,API,Download,786,834,15,0.07,None,Low,Normal
EVT04658,2026-08-11 16:23:00,U6218,Vincent Parekh,IT Security,Developer,Mumbai,Cloud Storage,Delete,485,604,16,0.289,None,Low,Normal
EVT04659,2026-08-23 09:14:00,U5848,Logan Virk,Marketing,System Admin,Chennai,Cloud Storage,Read,420,84,85,0.838,Privilege Escalation,High,Threat
EVT04660,2026-01-03 04:07:00,U2244,Anay Chacko,Legal,Executive,Chennai,File,Download,516,503,29,0.126,None,Low,Normal
EVT04661,2026-03-27 23:59:00,U2518,Michael Sastry,IT Security,Analyst,Hyderabad,File,Download,649,631,11,0.096,None,Low,Normal
EVT04662,2026-01-25 12:26:00,U3334,Anjali Babu,Marketing,Analyst,Mumbai,Cloud Storage,Delete,129,156,24,0.007,None,Low,Normal
EVT04663,2026-07-19 15:40:00,U2207,Azad Ram,Engineering,System Admin,Delhi,API,Read,724,803,24,0.218,None,Low,Normal
EVT04664,2026-04-23 16:34:00,U4070,Upasna Rau,Finance,Manager,Bangalore,Cloud Storage,Delete,501,528,35,0.17,None,Low,Normal
EVT04665,2026-01-16 22:28:00,U6249,Bhavna Ahuja,HR,System Admin,Bangalore,Database,Write,525,594,31,0.213,None,Low,Normal
EVT04666,2026-11-29 08:04:00,U4026,Harsh Mukherjee,Finance,Manager,Hyderabad,File,Write,58,49,10,0.068,None,Low,Normal
EVT04667,2026-09-24 06:23:00,U7888,Chaitanya Dyal,Operations,System Admin,Chennai,File,Download,957,965,25,0.26,None,Low,Normal
EVT04668,2026-03-27 00:28:00,U5809,Aradhana Lanka,Marketing,Developer,Hyderabad,Cloud Storage,Read,760,870,32,0.132,None,Low,Normal
EVT04669,2026-11-15 08:50:00,U6644,Harini Ratta,Marketing,Developer,Pune,Cloud Storage,Delete,784,668,26,0.246,None,Low,Normal
EVT04670,2026-05-11 16:44:00,U5538,Jai Badal,HR,System Admin,Chennai,API,Delete,877,814,25,0.161,None,Low,Normal
EVT04671,2026-03-08 09:51:00,U7529,Bimala Agrawal,Engineering,Manager,Hyderabad,Cloud Storage,Write,10320,688,80,0.732,Impossible Travel,Critical,Threat
EVT04672,2026-02-19 11:40:00,U5484,Theodore Issac,Engineering,Executive,Delhi,Cloud Storage,Download,240,266,20,0.133,None,Low,Normal
EVT04673,2026-02-26 07:45:00,U1298,Udant Chada,HR,Analyst,Chennai,Cloud Storage,Write,228,221,32,0.146,None,Low,Normal
EVT04674,2026-10-26 09:57:00,U9836,Jeet Chana,Marketing,Executive,Pune,Cloud Storage,Download,531,448,19,0.219,None,Low,Normal
EVT04675,2026-01-23 03:27:00,U6315,Jagrati Dube,Operations,Executive,Mumbai,Cloud Storage,Write,406,29,74,0.947,Impossible Travel,High,Threat
EVT04676,2026-10-22 16:30:00,U6209,Anthony Khatri,IT Security,Analyst,Mumbai,API,Read,406,436,9,0.019,None,Low,Normal
EVT04677,2026-04-02 06:46:00,U9221,Urvashi Bera,Legal,System Admin,Chennai,Database,Download,814,712,33,0.128,None,Low,Normal
EVT04678,2026-11-14 23:53:00,U7715,Chavvi Kapoor,IT Security,Analyst,Bangalore,Cloud Storage,Read,1015,962,23,0.17,None,Low,Normal
EVT04679,2026-09-01 18:35:00,U7055,Yochana Mallick,Legal,Manager,Hyderabad,Cloud Storage,Delete,402,494,5,0.221,None,Low,Normal
EVT04680,2026-09-30 09:07:00,U6486,Ladli Aurora,HR,Executive,Mumbai,Cloud Storage,Download,490,415,13,0.276,None,Low,Normal
EVT04681,2026-04-12 15:13:00,U1093,Anita Balan,IT Security,Manager,Hyderabad,Cloud Storage,Read,6336,576,72,0.764,Data Exfiltration,High,Threat
EVT04682,2026-02-07 11:56:00,U1522,Jagrati Wagle,Legal,Executive,Mumbai,Cloud Storage,Delete,1248,104,96,0.956,Credential Abuse,Critical,Threat
EVT04683,2026-06-07 17:17:00,U3452,Abha Parsa,Marketing,Manager,Hyderabad,Database,Write,249,272,9,0.298,None,Low,Normal
EVT04684,2026-06-25 12:33:00,U7813,Michael Datta,Operations,Executive,Pune,File,Write,88,87,23,0.176,None,Low,Normal
EVT04685,2026-12-29 02:04:00,U4380,Wridesh Kalita,HR,Executive,Delhi,File,Delete,505,556,22,0.128,None,Low,Normal
EVT04686,2026-12-06 12:07:00,U1873,Wahab Sur,Legal,Manager,Mumbai,File,Download,997,942,34,0.083,None,Low,Normal
EVT04687,2026-02-14 15:01:00,U7219,Aashi Sachdeva,Operations,Analyst,Chennai,File,Download,707,649,34,0.06,None,Low,Normal
EVT04688,2026-11-06 23:26:00,U5767,Dhriti Uppal,Operations,Developer,Chennai,Cloud Storage,Write,3568,446,78,0.78,Credential Abuse,Critical,Threat
EVT04689,2026-07-23 23:58:00,U3290,Bhavani Kalita,Legal,Analyst,Chennai,API,Download,223,268,20,0.176,None,Low,Normal
EVT04690,2026-03-09 00:39:00,U2310,Vaishnavi Srivastava,HR,Manager,Bangalore,API,Read,708,867,22,0.197,None,Low,Normal
EVT04691,2026-09-15 17:49:00,U2282,Tanish Tak,HR,System Admin,Chennai,File,Read,730,680,21,0.087,None,Low,Normal
EVT04692,2026-05-01 06:33:00,U4767,Tanmayi Bhandari,Operations,Analyst,Bangalore,Cloud Storage,Download,5838,417,85,0.812,Data Exfiltration,High,Threat
EVT04693,2026-11-10 18:43:00,U1435,Liam Banerjee,Operations,Manager,Mumbai,Cloud Storage,Delete,215,182,16,0.048,None,Low,Normal
EVT04694,2026-08-14 10:14:00,U7917,Akshay Pai,Engineering,Manager,Bangalore,Database,Write,324,282,9,0.065,None,Low,Normal
EVT04695,2026-09-15 18:18:00,U5219,Vrishti Walia,HR,System Admin,Pune,Cloud Storage,Download,1037,974,16,0.017,None,Low,Normal
EVT04696,2026-02-26 04:25:00,U7927,Luke Walla,Legal,Developer,Mumbai,Cloud Storage,Write,376,371,9,0.081,None,Low,Normal
EVT04697,2026-04-19 16:26:00,U6828,Maanav Nair,Engineering,Executive,Chennai,API,Write,954,159,92,0.762,Impossible Travel,High,Threat
EVT04698,2026-08-29 04:30:00,U8657,Nathaniel Uppal,Finance,System Admin,Delhi,Database,Download,175,150,32,0.249,None,Low,Normal
EVT04699,2026-05-16 18:36:00,U5917,Atharv Varughese,Engineering,Developer,Mumbai,Cloud Storage,Delete,913,768,29,0.021,None,Low,Normal
EVT04700,2026-10-30 08:25:00,U9624,Sneha Dubey,IT Security,System Admin,Hyderabad,Database,Read,125,132,9,0.09,None,Low,Normal
EVT04701,2026-11-09 13:45:00,U4781,Abdul Walia,Marketing,Developer,Delhi,File,Delete,298,322,33,0.064,None,Low,Normal
EVT04702,2026-05-21 02:01:00,U6672,Fariq Pandey,Marketing,Developer,Chennai,Cloud Storage,Write,128,32,82,0.757,Privilege Escalation,Critical,Threat
EVT04703,2026-02-21 15:51:00,U3533,Jalsa Dar,Operations,Developer,Hyderabad,Database,Read,768,878,12,0.071,None,Low,Normal
EVT04704,2026-01-23 13:57:00,U9005,Gabriel Patla,HR,System Admin,Delhi,File,Download,737,853,3,0.114,None,Low,Normal
EVT04705,2026-01-02 22:09:00,U2916,Shaurya Kala,Marketing,System Admin,Pune,File,Write,350,340,16,0.104,None,Low,Normal
EVT04706,2026-01-20 09:12:00,U3820,Liam Balan,Finance,Analyst,Bangalore,Cloud Storage,Read,8610,615,91,0.713,Data Exfiltration,High,Threat
EVT04707,2026-02-10 02:13:00,U6880,Prisha Deo,HR,Manager,Pune,API,Read,142,163,35,0.176,None,Low,Normal
EVT04708,2026-02-05 21:32:00,U9669,Ekalinga Kibe,Marketing,Executive,Bangalore,File,Download,368,387,25,0.021,None,Low,Normal
EVT04709,2026-03-09 02:36:00,U5685,Naksh Chand,Operations,Executive,Hyderabad,File,Download,997,875,23,0.269,None,Low,Normal
EVT04710,2026-12-21 16:30:00,U4136,Zaitra Chowdhury,Marketing,Analyst,Delhi,Cloud Storage,Delete,135,122,4,0.221,None,Low,Normal
EVT04711,2026-09-23 19:59:00,U8570,Chaitanya Ramesh,Legal,System Admin,Bangalore,API,Download,724,664,13,0.036,None,Low,Normal
EVT04712,2026-02-08 17:46:00,U3518,Raksha Devan,Legal,Developer,Mumbai,Database,Download,13035,869,96,0.99,Privilege Escalation,High,Threat
EVT04713,2026-02-14 06:33:00,U6725,Qarin Raj,HR,Developer,Bangalore,Cloud Storage,Delete,933,823,21,0.129,None,Low,Normal
EVT04714,2026-12-06 22:04:00,U7497,Anya Arya,IT Security,Developer,Delhi,Database,Delete,549,569,11,0.214,None,Low,Normal
EVT04715,2026-01-10 20:09:00,U2797,Lipika Nanda,HR,System Admin,Mumbai,API,Download,29,37,33,0.081,None,Low,Normal
EVT04716,2026-06-24 22:41:00,U9317,Nandini Nath,IT Security,Manager,Hyderabad,API,Write,40,37,21,0.254,None,Low,Normal
EVT04717,2026-06-12 09:30:00,U4656,Maanas Agate,Operations,System Admin,Hyderabad,API,Write,733,721,16,0.081,None,Low,Normal
EVT04718,2026-03-28 08:49:00,U8712,Geetika Chanda,Operations,System Admin,Mumbai,Cloud Storage,Download,4440,370,96,0.831,Data Exfiltration,High,Threat
EVT04719,2026-03-04 19:57:00,U3008,Siddharth Bahri,Marketing,System Admin,Hyderabad,File,Download,13920,928,89,0.926,Privilege Escalation,High,Threat
EVT04720,2026-03-04 01:42:00,U5672,Ishanvi Ratti,Finance,Manager,Delhi,Cloud Storage,Write,575,540,6,0.288,None,Low,Normal
EVT04721,2026-02-04 20:05:00,U1309,Yashawini Koshy,Marketing,System Admin,Mumbai,Cloud Storage,Delete,395,375,30,0.099,None,Low,Normal
EVT04722,2026-06-12 15:43:00,U3225,Leela Chopra,HR,System Admin,Bangalore,File,Delete,199,237,17,0.116,None,Low,Normal
EVT04723,2026-05-25 04:59:00,U9874,Radha Mohan,Finance,Manager,Chennai,File,Delete,279,347,7,0.165,None,Low,Normal
EVT04724,2026-10-21 10:01:00,U5584,Qushi Mander,Engineering,System Admin,Bangalore,Database,Download,578,650,29,0.075,None,Low,Normal
EVT04725,2026-02-18 15:00:00,U1773,Fiyaz Rattan,Operations,Developer,Hyderabad,Cloud Storage,Read,551,518,23,0.088,None,Low,Normal
